2020 CIP Code,2020 CIP Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
52.1801,"Sales, Distribution, and Marketing Operations, General",25-1011.00,"Business Teachers, Postsecondary"
52.1801,"Sales, Distribution, and Marketing Operations, General",41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
54.0101,"History, General",11-9199.00,"Managers, All Other"
54.0101,"History, General",11-9199.01,Regulatory Affairs Managers
54.0101,"History, General",11-9199.02,Compliance Managers
54.0101,"History, General",11-9199.09,Wind Energy Operations Managers
54.0101,"History, General",11-9199.10,Wind Energy Development Managers
54.0101,"History, General",11-9199.11,Brownfield Redevelopment Specialists and Site Managers
54.0101,"History, General",19-3093.00,Historians
54.0101,"History, General",25-1125.00,"History Teachers, Postsecondary"
54.0101,"History, General",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
54.0101,"History, General",39-7011.00,Tour Guides and Escorts
